12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,4,4,4,4,4,4,4,12,4,4,4,4,12,12,4,4,4,4,4,12,4,4,4,4,4,4,4,12,4,4,4,4,4,4,4,4,12
12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,4,4,4,4,4,4,4,12,4,4,4,4,12,12,4,4,4,4,4,12,4,4,4,4,4,4,4,12,4,4,4,4,4,4,4,4,12
12,4,12,12,12,12,12,4,4,4,4,4,4,4,4,12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,4,4,4,4,4,4,4,4,4,4,4,4,12,12,4,4,4,4,4,12,4,4,4,4,4,4,4,12,4,4,12,12,12,12,4,4,12
12,4,4,4,4,4,12,4,4,4,4,4,4,4,4,12,4,4,4,12,12,12,4,4,4,4,4,4,4,4,12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,12,12,12,4,4,12
12,4,4,4,4,4,12,12,12,4,4,4,4,4,4,4,4,4,4,4,4,12,4,4,4,4,4,4,4,4,12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,12,12,12,4,4,12
12,4,4,4,4,4,4,4,12,4,4,4,4,4,4,4,4,4,4,4,4,12,4,4,4,4,8,8,8,8,12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,12,12,12,4,4,4,4,4,4,4,4,12
12,4,4,4,4,4,4,4,12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,4,4,4,4,4,4,4,12,4,4,4,4,12,12,12,12,12,12,12,12,4,4,4,4,4,4,4,12,4,4,4,4,4,4,4,4,12
12,4,4,4,4,4,4,4,4,4,4,4,12,12,12,12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,4,4,4,4,4,4,4,12,4,4,4,4,4,4,4,4,4,4,4,12,4,4,4,4,4,4,4,12,4,4,4,12,12,12,4,4,12
12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,12,12,12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,4,4,4,4,4,4,4,12,4,4,4,4,4,4,4,4,4,4,4,12,4,4,4,4,4,4,4,12,4,4,4,12,12,12,4,4,12
12,12,12,12,12,4,4,4,4,4,4,4,4,4,4,4,4,4,12,4,4,12,12,12,12,12,12,12,12,4,4,4,4,4,12,4,4,4,4,12,12,12,12,4,4,4,4,4,4,4,4,4,4,4,12,4,4,4,4,4,4,4,12,4,4,4,12,12,12,4,4,12
12,4,4,4,12,4,4,4,12,12,12,12,4,4,4,4,4,4,12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,4,4,4,4,4,4,4,12,12,12,12,12,4,4,4,4,4,4,4,12,4,4,4,12,12,12,12,12,4,4,4,4,4,4,4,4,12
12,4,4,4,12,4,4,4,4,4,4,4,4,4,4,4,4,4,12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,4,4,4,4,4,4,4,12,4,4,4,4,4,4,4,4,4,4,4,12,4,4,4,4,4,4,4,12,4,4,4,4,4,4,4,4,12
12,4,4,4,12,4,4,4,4,4,4,4,4,4,4,4,4,4,12,12,12,12,12,4,4,4,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,4,4,4,4,4,4,4,4,4,4,4,12,4,4,4,4,4,4,4,12,4,4,12,12,12,12,4,4,12
12,4,4,4,12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,4,4,4,4,4,4,12,12,4,4,4,4,4,4,4,4,4,4,4,12,4,4,12,12,12,12,4,4,12
12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,4,4,4,4,4,4,12,12,4,4,4,4,4,4,4,4,4,4,4,12,4,4,4,4,12,12,4,4,12
12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,4,4,4,12,12,12,12,12,4,4,4,4,4,4,4,12,4,4,4,12,4,4,4,4,12,12,4,4,12
12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,12,12,4,4,4,4,4,4,4,4,4,4,4,4,12,4,4,4,12,12,12,12,12,4,4,4,4,4,4,4,12,4,4,4,12,4,4,12,12,12,12,4,4,12
12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,12,12,12,4,4,4,12,12,12,4,4,4,4,12,4,4,4,12,12,12,12,12,4,4,4,4,12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,12,4,4,4,12,4,4,12,12,12,12,4,4,12
12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,4,4,4,4,4,12,4,4,4,4,12,4,4,4,4,4,4,4,12,4,4,4,4,12,4,4,4,4,4,4,4,4,4,4,4,4,4,12,12,12,4,4,4,12,4,4,4,4,4,4,4,4,12
12,4,4,4,12,12,12,12,12,4,4,4,4,4,4,4,4,4,12,4,4,4,4,4,12,4,4,4,4,12,4,4,4,4,4,4,4,12,4,4,4,4,12,4,4,4,4,4,4,4,4,4,4,12,12,12,12,12,12,4,4,4,12,4,4,4,4,4,4,4,4,12
12,4,4,4,4,4,4,4,12,4,4,4,4,4,4,4,4,4,12,4,4,4,4,4,12,4,4,4,4,12,4,4,4,4,4,4,4,12,4,4,4,4,12,4,4,4,4,12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,4,4,12,12,12,12,12,4,12
12,4,4,4,4,4,4,4,12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,4,4,4,4,4,4,4,4,4,4,4,4,12,4,4,4,4,12,4,4,4,4,12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,4,4,12,12,12,12,12,4,12
12,4,4,4,4,4,4,4,12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,4,4,4,4,4,4,4,4,4,4,4,4,12,4,4,4,4,12,4,4,4,4,12,4,4,4,4,4,4,12,12,12,12,4,4,4,4,12,4,4,4,4,4,4,4,4,12
12,4,4,4,4,4,4,4,12,4,4,12,12,12,12,12,12,12,12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,4,4,4,4,12,4,4,4,4,12,12,12,12,12,4,4,4,4,4,4,4,4,4,4,12,4,4,4,4,4,4,4,4,12
12,4,4,4,4,4,4,4,12,4,4,4,4,4,4,4,4,4,12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,4,4,12,12,12,12,4,4,12
